id	text	misogynous	aggressiveness
251	"RT <MENTION_1> È brutto sentirtelo dire, ma tua moglie è un bel puttanone!"" ? #cosìèlavita <URL>	1	0
252	bella culona al parco <URL>	1	0
253	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> <MENTION_17> <MENTION_18>	1	0
254	<MENTION_1> <MENTION_2> Maledetta culona <URL>	1	1
255	<MENTION_1> Ti inculo io amore mio!!!! Mmm mm ho gia il cazzo duro!!	1	1
256	<MENTION_1> Buongiorno e che bel culone....	1	0
257	<MENTION_1> Notte pompinara!	1	1
258	<MENTION_1> Che bel culone	1	1
259	"Io, Claudia e il mio amico Alessandro: Era iniziato tutto per caso... Un giorno che claudia era un po' scollata, e alessandro senza peli sulla lingua mi disse scherzando: oh è proprio tettona claudia, non ci avevo mai fatto caso!"" Lì per lì si concluse… <URL>	1	0
260	#omnibusla7 cacciate a calci in culo quel buffone di Sommella, lacchè della culona	1	1
261	<MENTION_1> Si ma la fregna la devi sgonfiare bella puttanona mmmmmm ????	1	1
262	<MENTION_1> <MENTION_2> Ma chi è, Chiara la pompinara?	1	1
263	<MENTION_1> Buongiorno pompinara	1	1
264	Laura Pausini che cagna che sei	1	1
265	Bella tettona mia, ti ciuccerei le poppe fino a farle diventare due noci. <URL>	1	1
266	<MENTION_1> Che faccia da troia se vuoi un cazzo per divertirti ?chiamami	1	1
267	<MENTION_1> TI sborro sopra	1	1
268	<MENTION_1> C IAO AMORE SE VUOI VEDERE COME MI SFOGO CON TE E TI SBORRO TUTTA SEUGUIMI E CI DIVERTIAMO IN PRIVATO OK.! ❤️❤️❤️	1	1
269	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> Calmati Palmiro... respira... respira... tranquillo... Va meglio ora? Porcodoi, già ti immaginavi tuo pisello in bocca alla tettona ingoiante e per poco non ci lasciavi le penne. Occhio	1	1
270	<MENTION_1> <MENTION_2> Mi ti inculo io	1	1
271	<MENTION_1> Altro che culona inchiavabile .........co tutti li spasimanti che c'hai??Me la concedi un intervista? <URL>	1	1
272	<MENTION_1> L’hipster sarà incazzato perché una tettona americana gli ha fermato il giro in centro a Firenze	1	0
273	<MENTION_1> Gran bel culo,e bellissima figa ???	1	0
274	Donna schiava, scopa e lava#casaSalvini #orgoglioDiServa #Salvini #arredamentoDaIncubo <URL>	1	1
275	<MENTION_1> <MENTION_2> <MENTION_3> Le donne intelligenti hanno anche loro le mestruazioni.	1	0
276	Questa è la fine che vi aspetta se vi fate la fidanzata tettona: <URL>	1	1
277	<MENTION_1> <MENTION_2> Quanto sei porca Francyn ♥ Io ti prenderei più forte, bella tettona ♥ baci	1	1
278	<MENTION_1> <MENTION_2> questa è la feccia che la culona ha importato	1	1
279	<MENTION_1> Anche a te bella tettona?	1	1
280	"Dobbiamo accogliere tutti"" dice la culona. Ecco i risultati<URL>	1	1
281	<MENTION_1> Hehehe!io a dar gli ordini! Come cagna nn sei male, bisogna vedere quanto la tua parte di sottomessa e' disponibile a donarsi? <URL>	1	1
282	<MENTION_1> Femminista? Ma se alle elezioni ha occupato lei tutti i 12 seggi riservati alle quote rosa in tutta italia pur di riessere eletta e non dando la possibilità ad altre donne di candidarsi...!!! E poi è stata ripescata, sennò adesso sarebbe a	1	0
283	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Puttanona	1	1
284	Erdoğan vuole bombardare la Siria per liberarla. Ora mi aspetto che si presenti con i capelli arancioni e un puttanone al fianco.{<MENTION_1> #erdoğan #erdogan #siria	1	1
285	<MENTION_1> <MENTION_2> Va be’, a me mi ha dato del puttanone (ti metto vicino a Moana) ?	1	0
286	una bizzocca inglese, una culona tedescha, un culattone francese,un maniaco americano,un coglione italiano,accusano putin di non essere capace neanche di far fuori un oppositore!poveracci! che figura di merda.	1	1
287	<MENTION_1> <MENTION_2> Bella pompinara ??♥????	1	0
288	<MENTION_1> resta comunque più sopportabile di quella dislessica di rosa o di quella tettona fancazzista di Francesca. ed anche meglio.di Biancaneve.	1	1
289	<MENTION_1> Anche se io preferirei guardarti in faccia e magari avere l'occasione di baciarti mentre ti inculo	1	1
290	Che lurida troia	1	1
291	Culona li metti sti baffetti adesso o aspetti la catastrofe ...non sarai mai all’altezza !!!! <URL>	1	1
292	Culona non raccontare balle ancora ....un tedesco ???? PUZZA e come se puzzza !!!	1	1
293	<MENTION_1> donna schiava zitta e lava con <MENTION_2> si torna al medioevo #salvini #isoardi <URL>	1	1
294	<MENTION_1> Parlo di quelle vecchie! Credo sia proprio la tettona, se mi dici il nome me la ricordo! (Forse)	1	0
295	Sarà una figa?Sarà una con due belle cosce?Sarà una con un gran bel culo?No! È <MENTION_1> <URL>	1	1
296	Ma a questa ballerina culona bravissima la Cele non fa l'analisi del collo del piede?! #amici #amici17	1	1
297	Volevo dire una cosa a Lauren: CULONA #Amici17	1	1
298	<MENTION_1> sei una puttana senza rivali...ti scoperei come una troia da monta	1	1
299	<MENTION_1> Pensavo che adesso posso chiamarti culona	1	1
300	Che sfigate! Meglio non infierire oltre ci ha già pensato in maniera cattiva mamma natura. <URL>	1	1
301	<MENTION_1> Mmmm che brava che sei... che gran troia... vorrei metterci il mio grosso cazzo in quel bel culo... fartelo colare e riempirtelo di sborra calda!! ???? quanto mi ecciti, maiala... ce l’ho durissimo!!	1	1
302	<MENTION_1> <MENTION_2> Hai rotto e continui a rompere il cazzo ma evidentemente inoltre sei anche masochista oltre che figa di legno, togliti dai coglioni!!!	1	1
303	<MENTION_1> <MENTION_2> <MENTION_3> (Ora faccio la figa di legno principessa di stocazzo) ehm scusate se dovete tubare potete staggarmi dalla conversazione? Grazie	1	0
304	Io con quei pigiamoni sembrerei una balena spiaggia, Lauren invece resta una gran figa con un fisico da urlo#Amici17	1	0
305	Cerco porca, possibilmente tettona, meglio se dell’est Europa (o comunque di origini est europee), che adori il cazzo grosso!! Contattatemi pure in dm.	1	1
306	Tettona esplosiva e vogliosa...la collega perfetta #raccontoerotico <URL>	1	1
307	<MENTION_1> wow...che pompinara	1	1
308	Jeessii, rica prosti culona <URL>	1	1
309	<MENTION_1> <MENTION_2> Che culona spettacolare!	1	1
310	<MENTION_1> Sei uno spettacolo sono daccordo io prima ti inculerei e poi dato che hai anche una figa incredibile assaggerei anche quella  ma tornerei subito al culo	1	1
311	<MENTION_1> Mia mamma  con tettone  bellissime ..??????????❤❤??❤?❤????❤❤❤???????????????????	1	0
312	<MENTION_1> che bella pompinara	1	1
313	#omnibusla7 BASTA FARE GLI SCENDILETTO DI TEDESCHI E FRANCESI! BASTA SENTIRE I KATAYNEN, L'ALCOLISTA JUNKER, LA CULONA MERKEL , IL GERONTOFILO MACRON PARLARE DEI CAZZI ITALIANI! #WL'ITALIA	1	0
314	#omnibusla7 dite al francese che Trump lo sta mettendo in culo al suo Micron, alla Culona  e a quel coglione di Junker, grande alcolizzato	1	1
315	<MENTION_1> <MENTION_2> Hai perfettamente ragione. Che la #culona mangi il suo #formaggio di plastica se vuole. Il #parmigiano lo paghi 200 euro kilo. Se no lo mangiamo noi al posto delle sue #schifezze!	1	0
316	<MENTION_1> <MENTION_2> Che troia che sei	1	1
317	<MENTION_1> che merda di cagna che sei	1	1
318	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> La nostra una società maschilista patriarcale non si può sentire....Ma perché vedete donne che stanno ancora a casa a fare l'uncinetto e badare ai figli e basta? Oppure non avete diritti come li hanno gli	1	0
319	Dopo lo sai che ti inculo di nuovo e tu devi solo stare zitta e ubbidire vero? <URL>	1	1
320	<MENTION_1> ...MON CHERE!....:MENTRE LA IRRIDEVI LA CULONA TI COSTRINGEVA A PRODIGARTI PER VIOLARE LA COSTITUZIONE DOPO AVER DISINTEGRATO ,LIBERISTICAMENTE S'INTENDE,CLASSE MEDIA E DIRITTI DEI LAVORATORI ITALIANI AGGUAPPANDOTI I COMPARI DI MERENDE PE	1	1
321	Spingile tutto il cazzo in gola fammi vedere come soffochi la mia troia <URL>	1	1
322	8 APRILE 2013 - 8 APRILE 2018 Spero che tutti gli irlandesi, argentini e minatori morti a causa tua ti abbiano trovato AUGURI MAGGIE BUON 5nto ANNIVERSARIO DI MORTE, LURIDA PUTTANA	1	1
323	Donna schiava, stira e lava!!	1	1
324	<MENTION_1> Mmmm da strofinargli il cazzo in faccia, a questa lurida cagna	1	1
325	"<MENTION_1> Classico esempio di Donna schiava, zitta e lava"" che piace tanto a questi simpatici fascisti amanti del focolare tradizionale"""	1	1
326	mi manca questa falsa tettona ?#GameOfThrones  <URL>	1	0
327	<MENTION_1> <MENTION_2> Che troia che sei	1	1
328	La mia donna perfetta: tettona, capelli corti e nera <URL>	1	1
329	che poi cazzo scienze la studio porca merda e questa mi mette 4, ma ti inculo	1	1
330	"<MENTION_1> <MENTION_2> Io speravo che il sogno di una donna fosse oltre il  donna schiava, scopa e lava"" e invece a molte piace stare ancora là"""	1	1
331	<MENTION_1> <MENTION_2> ma chi è questa bella tettona	1	1
332	<MENTION_1> <MENTION_2> <MENTION_3> ma che cazzo glielo fai a vortik che fra poco è una puttana giappominchia♥	1	1
333	<MENTION_1> sei una magnifica pompinara	1	1
334	chiudi la bocca tettona del cazzo. <URL>	1	1
335	<MENTION_1> <MENTION_2> Troiona puttanona	1	1
336	Puttanona bella <URL>	1	1
337	Dopo Barbie, Kan e allegra (la tettona) non poteva mancare l'elfo #DomenicaLive <URL>	1	1
338	RT <MENTION_1> no fotoskiop...no figa di legno...ma patata originale made in Italy..se ami il made in Italy ritwitta, kiss <URL>	1	0
339	<MENTION_1> Al «Silvio per ringraziarlo al massimo gli avrebbe mandato una baldracca a casa» io MORTAA?????	1	0
340	<MENTION_1> Scopiamo e ti sborro tutta la figa	1	1
341	<MENTION_1> <MENTION_2> Il mondialismo sorosiano acefalo e qualunquebuchista cerca di cancellare l'identità di ciascheduno in nome di un'omologazione capitalista e plutocratica dei ruoli ancestralmente scritti nel nostro DNA.W la figa sottomessaForza	1	0
342	Dalla tettona di pescara trovate latte fresco appena munto e cornetti alla crema <URL>	1	1
343	Dea del basket, sei proprio una sporca puttana.<MENTION_1>	1	1
344	pertono signifca che continui a tratirmi usarmi, abusare ti me.. troiachieti pertono com la troia che sei, com petofilo che sei, matre imfame che sei... neanche tio ti pertona.... fatti pertonare a kentvvoot	1	1
345	<MENTION_1> <MENTION_2> <MENTION_3> ih ih ih bella asia argento? Famosa non per suoi crediti ma per paternità e qualche favore a qualche influente americano! Fate solo vergogna la feccia delle donne siete! Le donne sono oneste perché portatrici di	1	0
346	<MENTION_1> <MENTION_2> Si , cisi mi sego e ti sborro slla foto	1	1
347	<MENTION_1> stai zitta troia	1	1
348	<MENTION_1> Bella pompinara ??????♥	1	1
349	<MENTION_1> Me lo chiedo sempre anche io!Adorabile tettona svampita pronipote di Stan Laurel	1	0
350	Visto? Non vi davo del “puttanone” ma era un complimento super?❤️Chiedeteme scusa pubblicamente ? <MENTION_1> e <MENTION_2> <URL>	1	0
351	<MENTION_1> Ti stupro io✋??	1	1
352	<MENTION_1> Fatti vedere come ti sbattono Cagna in Calore	1	1
353	<MENTION_1> ma vi arrestano a voi ci mancava l'assassina impasticcata della piccadilly puttana e bocchinara psicopatica crepaaaaaaaaaaaaaaaaaateeeee tuttiiiiiiiiiiiiiiii	1	1
354	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Asia Argento mi fa pena: sembra senza riferimenti	1	1
355	<MENTION_1> Bella pompinara	1	1
356	<MENTION_1> <MENTION_2> <MENTION_3> Con quella faccia da troia non puoi essere che una giallina! Fottiti!	1	1
357	Mia madre è incazzata e così dal nulla se l'é presa con me ma che cazzo vuoi troia mestruata TACI	1	1
358	<MENTION_1> *gli da una pacca sulla spalla felice per lui* sono molto felice per voi, pensami in mezzo a quelle bone di brasiliane *lo prende in giro e continua a scherzare* portamene una, bella, ricca e tettona	1	1
359	Io vorrei anche fare l' _internescional_ e sclerare in inglese, ma come faccio a dire che Sammy è un puttanone da combattimento???? <URL>	1	1
360	Culona maledetta	1	1
361	<MENTION_1> A froscio dovevi dirglielo in faccia che é na troia pompinara porca la madonna	1	1
362	<MENTION_1> Vero ? ..... Supererò anche la MILFONA tettona culona ?????	1	0
363	<MENTION_1> Wow che bel culo Wow ass boob Bellissima figa	1	0
364	Una bionda milf troia e tettona: un mix esplosivo che mi ha fatto sborrare a fiumi #racconti #erotici <URL>	1	1
365	<MENTION_1> PUTTANONE DA COMBATTIMENTO cioè senti come è più soave	1	0
366	<MENTION_1> Mmmmmmm che Tettona	1	0
367	<MENTION_1> sei la solita snob dimmerda col tuo metal d'elite.EVVABBENEparo quella culona de Rihanna dopo fatto serata co Kendrick Lamarcontenta?io me lo rivendico fiera il mio rep dimmerda e il mio pop debordante.nessuno può mettere il mascara di Cutie i	1	1
368	bel culone da fottere e riempirlo di sborra <URL>	1	1
369	<MENTION_1> Bella mamma  tettona ...da ?????????????????succhiare i  capezzoloni ????????????????????	1	1
370	<MENTION_1> <MENTION_2> Crepa puttana di merda..... Non aggiungo altro	1	1
371	<MENTION_1> ti scopo puttana	1	1
372	Scende le scale al mattino per fare colazione e si trova davanti questa troia tettona che fa le pulizie e la incula ( voi che avreste fatto??) <URL>	1	1
373	<MENTION_1> Pezzo di figaaaaa e troia	1	1
374	<MENTION_1> <MENTION_2> <MENTION_3> Moriresti di invidia mia cara zecca acida..cordialità	1	1
375	<MENTION_1> Che bella figa da scopare	1	1
376	<MENTION_1> Buongiorno tettona	1	0
377	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> che pompinara?	1	1
378	<MENTION_1> infatti speravo nella voce che raiolone prendesse icazzi subentrando all'equina culona	1	1
379	Sana è quel tipo di gay che mette a proprio agio tutti tranne la classica figa di legno che si sente compromessa con un abbraccio, in questo caso Jeongyeon	1	1
380	<MENTION_1> quindi tutti scandalizzati per il meme e soprattutto per il commento a corredo...cosa mi dite del cartone animato south park? vengono derisi anche li' i ciccioni... ad esempio, nel film di south park, c'e' la canzone la mamma di Kyle e' u	1	0
381	<MENTION_1> sei bellissima occhi verdi tettona e bel culo	1	1
382	<MENTION_1> Buongiorno a te e soprattutto alle Tettone Puttanone Naturali Bellissime che hai &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3	1	1
383	<MENTION_1> TI SBORRO CARAAAAAAAAAAAA	1	1
384	<MENTION_1> <MENTION_2> certooooooo !!!!! io ho letto in passato di un criminale mafioso e pedofilo che ha fatto il presidente del consiglio........era talmente bravo e integerrimo che lo amavano persino in Europa e la sua migliore amica era una culon	1	1
385	RT <MENTION_1> Ma l'attrice Natalie Wood era considerata una figa di legno?	1	1
386	RT <MENTION_1> Mi sento solo cerco una compagna rtwittate fate girare la voglio altezza media mora tettona e culona	1	1
387	<MENTION_1> Farei una bella spagnola in mezzo alle tue tettone e poi te lo infilerei in bocca...	1	1
388	<MENTION_1> Bravissima, grande pompinara.	1	0
389	<MENTION_1> <MENTION_2> Grande pompinara ti darei tanta sborra calda.	1	0
390	<MENTION_1> Tettona non vuol dire molle.	1	0
391	<MENTION_1> che bel culo è bellissima figa che hai ?	1	0
392	<MENTION_1> Ti scoperei e ti inculo rei volentieri peccato che non mi rispondi mai	1	1
393	<MENTION_1> <MENTION_2> Mo posto una foto così pure io. Qualcuno mi presta una tettona?	1	1
394	<MENTION_1> Che bella figa pelosa vorrei scoparti tutta amore mio ti scoperei	1	1
395	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Sboldracca talmudica pompinara zoccolosa zingara	1	1
396	<MENTION_1> <MENTION_2> La Bavaria è altra Germania ,la pura ,la culona comunista serva di honecker comunista di merda!	1	1
397	poliziotto buono, poliziotto cattivopiù la troia spears si avvicina sottomessa e viscida, come un lombrico più pungiglione da scorpione è alto pronto a colpirepure latte che caghi sa demmerda sapendo che puoi colpire alle spalle senza perchè per godere..... impiccati puttana	1	1
398	con me in particolare oramai sei sicura mi hai colpito alle spalle e vuoi solo ripetere per sempre...... basta una volta che ti taglio l'aculeo e muori puttana	1	1
399	<MENTION_1> chi è sta bella figona tettona....	1	1
400	<MENTION_1> Vieni qui troia che ti scopo tutta ti apro in due mmmmmmmmmmm	1	1
401	Facile che Frau Culona faccia il doppio gioco, sui gasdotti se ne fanno tanti, di doppi giochi <URL>	1	1
402	"<MENTION_1> Rebekkah culona"" Kasner non credo sarà di alcun aiuto"""	1	0
403	RT <MENTION_1> Cazzo di troia che sei	1	1
404	<MENTION_1> In effetti un po’ culona	1	0
405	<MENTION_1> Culona ? DAAAYYYYYY È SERA, SONO QUI ? PARLIAMO! <URL>	1	1
406	<MENTION_1> Bella bocca da pompinara ?????????	1	1
407	culona credo in te quindi ti prego non farmi passare per povero coglione che sta aspettando con tanta ansia della musica scadente ok	1	1
408	<MENTION_1> <MENTION_2> che troia che troia....mmmm mmmmm ti aproooo	1	1
409	DIO CRISTO CHE BEL PUTTANONE DA SBARCO CON LA FIGA IN FENDI &lt;3 <URL>	1	1
410	RT <MENTION_1> melissa ti inculo con sabbia, sale e cocci di vetro	1	1
411	Rakitic c'ha la mamma puttanona	1	1
412	Oltre a questo: mi spiace per Liam ma ha avuto quello che si merita per aver usato la ragazza, LIAM CHE CAZZO VUOL DIRE CHE PENSI ANCORA A QUELL’ALTRA PUTTANA, Robert che ha causato il blackout e poi ha fatto finta di risolvere le cose da infame as usual e Willow che fai NO STOP	1	1
413	"<MENTION_1> <MENTION_2> <MENTION_3> Io lo amo....geniale! culona inchiavibile"" resterà un'ottima sintesi politica"""	1	0
414	<MENTION_1> <MENTION_2> E di quella culona della sindaca di Barcellona	1	0
415	<MENTION_1> Che pezzo di figa	1	0
416	Adio guapetona chulona culona resjdjf	1	1
417	<MENTION_1> <MENTION_2> <MENTION_3> Altra baldracca	1	1
418	<MENTION_1> <MENTION_2> Adesso atterra su un puttanone brasilianoSassuelaaaaa a e i o uAureliò	1	0
419	<MENTION_1> Ti sborro io posso	1	1
420	Nel frattempo sulla Colombo ho clacsonato anch'io, altrimenti sembravo laziale.Poco dopo una moto si è schiantata su una Micra e un autobus ha tamponato una Polo, credo che l'autista guardasse un puttanone sull'angolo accanto.Diciamo che non ci si annoia guidando la sera.	1	0
421	Infatti la culona e il marito non se li è cagati nessuno se non noi soliti quattro deficienti disposti a vendersi un rene per lei (lui non so) <URL>	1	1
422	"<MENTION_1> Ti sborro negli occhi"" cit. <URL>	1	1
423	<MENTION_1> che faccia da troia in calore <URL>	1	1
424	la tua amica puttana ti scopa la fica e io ti inculo e poi ti riempio la bocca di sborra calda...sei il mio sborratoio <URL>	1	1
425	<MENTION_1> puttana ingoia tutto o ti prendo a schiaffi <URL>	1	1
426	<MENTION_1> sei andata a succhiare qualche cazzo troia? <URL>	1	1
427	<MENTION_1> Ke bella porca ti sborro tutta	1	1
428	<MENTION_1> <MENTION_2> <MENTION_3> Il gas a te e a quella cosa inutile di Asia argento	1	1
429	wow che tettona mmmmm <URL>	1	0
430	<MENTION_1> porca  lurida .. Sei la mia cagna ...	1	1
431	<MENTION_1> <MENTION_2> Che pompinara	1	1
432	Dio, nella prossima vita, tettona e oca, grazie.	1	0
433	<MENTION_1> <MENTION_2> ho già detto che è una sporca puttana immeritevole	1	1
434	QUELLA ERA UNA PSICOPATICA TROIA OK? <URL>	1	1
435	<MENTION_1> mmmmmmmmmmmmmm qnt ti scoperei ke belle tettone	1	1
436	<MENTION_1> Bella troiona ti sfonderei tutta	1	1
437	<MENTION_1> Solo tettona direi	1	0
438	<MENTION_1> <MENTION_2> Asia Argento quella che limonava il cane? Com'è il suo pensiero verso la zoofilia?	1	1
439	puttanona da sborra dioporco!!! <URL>	1	1
440	Una lurida Troia così ???<URL>	1	1
441	<MENTION_1> Bella tettona.?????	1	0
442	<MENTION_1> Bella culona. ..spettacolo ??????	1	0
443	<MENTION_1> <MENTION_2> Tantissima fame di te!! Pompinara.??????????	1	1
444	<MENTION_1> che puttana che sei tesoro.... ?	1	1
445	RT <MENTION_1> Anna casalinga tettona blogneseAnna &gt;&gt; <URL> <URL>	1	1
446	<MENTION_1> Dai non è  un culone! È un bel culo	1	0
447	<MENTION_1> <MENTION_2> <MENTION_3> Sei sempre il massimo della bellezza mia tettona	1	1
448	Aveve due poppe troppo grosse e una faccia da troia che poteva volere solo il cazzo #racconti #erotici <URL>	1	1
449	<MENTION_1> <MENTION_2> sei stupendamente FEMMINA adoro il tuo  bel culone vorrei sentire il suo odore e sapore direttamente dal buchino .	1	1
450	<MENTION_1> <MENTION_2> Bella mamma tettona da succhiare????????????????????????????	1	0
451	<MENTION_1> Mmmmmm che bellaaa che gli farei a quelle tette e quella figa te le lecco e ci infilo il cazzo e dopo ti sborro addosso mmmmmmm	1	1
452	<MENTION_1> Hai un buco del culo e una figa da scopare	1	1
453	Vuoi sapere la mia. Sei una cagna. Senza A offesa ma abbai — Bau <URL>	1	1
454	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> difendere Asia Argento, zoccola che si slinguazza un cane ,,, è impossibile ...	1	1
455	<MENTION_1> LURIDA SCHIFOSA MERDA DI CANE	1	1
456	Che cazzo di puttane <URL>	1	1
457	<MENTION_1> Bella tettona	1	0
458	"La famosissima figa di legno"" <URL>	1	0
